"","user_id","status_id","created_at","screen_name","text","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote"
"1709","1595383016","1438546687493017602",2021-09-16 16:53:51,"mosakebriaie30","@Mobius_Finance @CoinMarketCap #Kabulairport 
#Afghanistan 
#AfghanistanCrisis 
Wallet polygon : 
0x76fD0Dd5dAD2219692Cc6CAB7007fbFE8EaD774F","Twitter for Android",109,"1436283858899587112","1390597695975215104","Mobius_Finance",FALSE
"1710","65519909","1438546319677673474",2021-09-16 16:52:24,"MadhawTiwari","Several rockets hit Khair Khana in #Kabul

Locals confirmed the incident to Local News Channels and said that several rockets fired at the Chamtaleh substation in Kabul.

 Details of the damage and casualties are not yet available.

#Afghanishtan #Taliban https://t.co/zkHE1CUtp3","Twitter Web App",255,NA,NA,NA,FALSE
"1711","46442765","1438546142732636163",2021-09-16 16:51:41,"metesohtaoglu","<U+0001F534> #Afghanistan- Several rockets have just hit Khair Khana in PD11 area #Kabul.
Residents said that several rockets fired at the Chamtalah substation in Kabul.
<U+0001F4F9> https://t.co/eITBmGoIMP","Twitter for Android",160,NA,NA,NA,FALSE
"1712","46442765","1438052235758419975",2021-09-15 08:09:05,"metesohtaoglu","#Afghanistan- Taliban Emir Hebatollah Akhundzadeh in #Kandahar.
His planned entry in #Kabul is delayed because of concerns over his security.- Sources","Twitter for Android",150,NA,NA,NA,FALSE
"1713","459943381","1438545134988242947",2021-09-16 16:47:41,"QueenCitySpark","@TheKuhnerReport There is no accountability for the #democrat/#liberals. We saw that in #Hollywood #sextrafficking, #DrFaucci's emails, #BidenBorderCrisis, #bidenflation , in #Kabul, with #China, many more..and now #MILLEYTREASON","Twitter for Android",212,"1438476628741529609","128587008","TheKuhnerReport",FALSE
"1714","1344671296781737987","1438544453111853059",2021-09-16 16:44:59,"WhaleShipp","look who went to space

#China #COVID19 #Pere #BBNajia #Binance #iPhone13 #github #Levi #Nintendo #NintendoSwitch #Edgar #Azteca #Israel #CHANYEOL #Kabul #Iran #DeFi #Polygon #OpenSea #Australia #cryptocurrencies #Ethereum #nftart #Evergrande
#SHIBA #JAYB @UltiArena #quote https://t.co/Yf0CDuKIys","Twitter for Android",273,NA,NA,NA,FALSE
"1715","752877090492383232","1438543555564171272",2021-09-16 16:41:25,"W0lverineupdate","<U+0001F6A8>#Afghanistan: Several rockets hit a power station in Kabul Afghanistan.
 #kabul #AfganWomen #afghanistan #talibans #PanjshirValley #panjshiri #<U+0623><U+0641><U+063A><U+0627><U+0646><U+0633><U+062A><U+0627><U+0646> #<U+067E><U+0646><U+062C><U+0634><U+06CC><U+0631> https://t.co/pZ2Ys740XW","Twitter for Android",185,NA,NA,NA,FALSE
"1716","1073557384667250688","1438543145122209793",2021-09-16 16:39:47,"indianarmy08","#ISKP ne #kabul grid station pe rocket se hamla kiya.. 

Breaking news","Twitter for Android",70,NA,NA,NA,FALSE
"1717","818078280242827264","1438540878612738048",2021-09-16 16:30:46,"OSINT_Insider","Reports of rocket attack on Khair Khana in PD11, Kabul. No reports of any casualties are available yet. #kabul https://t.co/132MoxOhsB","Twitter for Android",110,NA,NA,NA,FALSE
"1718","1414851459032576001","1438540790217646096",2021-09-16 16:30:25,"Kwitter12085169","Several rockets hit #KhairKhana in #Kabul

Locals confirmed the incident to Amaj News and said that several rockets fired at the Chamtaleh substation in #Kabul. #Afghanishtan
#Taliban
 https://t.co/srGcJEV6Nd","Twitter for Android",208,NA,NA,NA,FALSE
